title,news,img-url,category,summery,opinion 
England captain Root glad to have Stokes as his Ashes deputy,"
BIRMINGHAM (AFP) - England captain Joe Root is looking forward to having ""natural leader"" Ben Stokes back alongside him as his Test deputy during the Ashes.
The pair have been friends since their days playing youth cricket, with Root lobbying for Stokes s return to a position the all-rounder held until he was involved in a street brawl in Bristol in 2017.
Stokes missed five months of international cricket, including England s 4-0 Ashes series loss in Australia under Root, before being cleared of affray in a court case in August 2018.
But the 28-year-old was one of the stars of England s triumphant World Cup campaign earlier this season and Root, also involved in that success, is eager to have Stokes back as his Test vice-captain after Jos Buttler took over the role.
""I have asked for a long time (to have Stokes back as vice-captain) but he was made available at the end of the World Cup,"" Root said during his pre-match press conference at Edgbaston on Wednesday, on the eve of the series opener.
""It is fantastic to have Ben back, not just playing and playing back somewhere near his best -- it has been coming a long time.
""The way he stepped up in big moments in that World Cup was just him down to a tee. It is what he does -- he responds well to responsibility and to the big moments.
""He offers with all three departments -- he bowls, bats and he is one of the best fielders and he drags people with him as a natural leader on the field and in the dressing room.""
Root praised Buttler but said Buttler was aware Stokes would be brought back as vice-captain when there was an opportunity to do so.
England s World Cup win under the leadership of one-day specialist Eoin Morgan achieved a long-held goal but Root rejected suggestions that meant the pressure to regain the Ashes had eased as a result.
""I think if you speak to anyone who has captained England and is on the verge of an Ashes series, to say it doesn t mean as much as any other event, I don t think any of them would agree,"" he said.
""It s huge. It s a great opportunity. Cricket in this country is probably at an all-time high, it s got interest it probably hasn t had for a long time and we ve got an opportunity as a team to make this summer a very memorable one.""
Root is going back up to number three in the batting order and Joe Denly dropping down to four as England look to shore up their struggling line-up.
""I think it s important to spread the experience out and it gives me an opportunity to lead from the front as well,"" said Root, England s best batsman.
""I also feel I m in a place where I ve got my head around the captaincy and my batting and I m able to separate the two.""
World Cup-winner Jofra Archer will have to wait for his Test debut after the fast bowler was left out of England s team announced on Wednesday following his struggles with a side injury.
""Jofra is obviously coming back from a very serious injury,"" said Root. ""We looked at conditions, what we thought was best... and it also allows him time to get absolutely ready and fit.""
 ",https://img.dunyanews.tv/news/2019/August/08-01-19/news_big_images/503109_76144222.jpg,Cricket,"Cricket in this country is probably at an all-time high, it s got interest it probably hasn t had for a long time and we ve got an opportunity as a team to make this summer a very memorable one.""",neutral
Australia captain Paine feels no pressure for his place as Ashes loom,"
BIRMINGHAM (AFP) - Australia captain Tim Paine says he has no fears about losing his place as he prepares to lead his team in the first Ashes Test against England on Thursday.
The wicketkeeper found himself unexpectedly thrust into a leadership position in the fall-out from last year s ball-tampering scandal in South Africa.
Then-captain Steve Smith and David Warner, his deputy, were stripped of their positions by Cricket Australia after the incident and both were banned from international cricket for 12 months.
Australia s squad for the Ashes includes another wicketkeeper in Matthew Wade, who has already played 22 Tests.
Wade has been in fine form with the bat during the recent Australia A tour of England, scoring three hundreds.
By contrast, Paine has managed just one first-class century in his entire career.
Asked during a pre-match press conference at Edgbaston on Wednesday if he felt under pressure to justify his place, Paine replied: ""No, I do not at all. I m 34 years old, I don t really care about my place in the side any more. I m here to do a job.
""I ve been put in this team to captain and wicket-keep to the best of my ability and I ve said before, at 34 years of age, if you are looking further ahead than the next Test match you are kidding yourself.
""I m not going to waste time looking over my shoulder. I m enjoying the job that I m doing.""
With Cameron Bancroft, the man who applied sandpaper to the ball during that fateful Test in Cape Town, also set to be included in Australia s team for the Ashes opener alongside Smith and Warner, there will be a renewed focus on the tourists  on-field conduct.
But the side, under the leadership of Australia one-day captain Aaron Finch, conducted themselves in exemplary fashion during the recent World Cup in England and Wales.
Paine said they were taking their cue from Winston Churchill although there is doubt over whether Britain s prime minister during World War II ever said the words ascribed to him by the Australians.
""We are going to play competitive Test match cricket like every other nation does,"" he said.
""Our guys understand what s expected of them and we are role models,"" added Paine, with Australia looking to win their first Ashes series in England since 2001.
""There s been a quote going around our changing rooms this week from Winston Churchill and that is  behaviour doesn t lie .
""We can talk all we like about how we are going to play and ultimately you guys will see how we play and judge for yourselves,"" added Paine, who said the tourists had been made aware of the quote by assistant coach Brad Haddin, the former Australia wicketkeeper who was renowned for  sledging  or verbally abusing opponents during his playing days.
Meanwhile Paine was glad of the strength in depth of an Australia fast-bowling unit where Pat Cummins, Mitchell Starc, James Pattinson, Josh Hazlewood and Peter Siddle are all vying for a place in the side.
""We are in a really good situation at the moment where we have a number of quality fast bowlers in particular,"" Paine said.
""We are lucky that we feel we have a lot of bases covered,"" added the skipper who said Australia would name their team at the toss, unlike England, who confirmed their side on Wednesday.
""It s up to us to come up with the best combinations to take 20 wickets.
""Our quicks that have been here before, have learnt lessons from being here before. It s important that we learn from them and put what we ve learnt into practice in this series.""
 ",https://img.dunyanews.tv/news/2019/August/08-01-19/news_big_images/503108_57172221.jpg,Cricket,"""I ve been put in this team to captain and wicket-keep to the best of my ability and I ve said before, at 34 years of age, if you are looking further ahead than the next Test match you are kidding yourself.",neutral
Australia eager to end Edgbaston hoodoo,"
BIRMINGHAM (AFP) - Australia head into the first Test at Edgbaston determined to complete ""unfinished business"" as they look to end their long record without a win at England s  fortress .
You have to go back to the 2001 Ashes for the last time Australia enjoyed a a victory of any kind at the Birmingham ground.
That winless streak across all formats at Warwickshire s headquarters was extended to 15 matches when they lost to England in a World Cup semi-final earlier this month.
By contrast, England have won their last 11 internationals at the ground.
With England looking to regain the Ashes, and Australia not having won them on English soil in 19 years, Edgbaston appears to be the perfect venue for the series opener from the home side s perspective.
But Australia s Matthew Wade said the tourists would love nothing more than to make a little bit of history of their own at the venue.
""I feel like Edgbaston is unfinished business for a lot of us,"" said Wade, who is hoping to make his first Test appearance in almost two years.
""A lot of us haven t got good memories here, so we have to create some now. They ve got a great record here but what s happened before doesn t really matter.
""I think this is the start of another chapter and we re excited to get out there. Edgbaston is a hectic crowd, all the crowds are over here, but as long as we re enjoying each other s company out there then the other noise doesn t really bother us.""
Wade made his name as a wicketkeeper but with the gloves now taken by Australia captain Tim Paine, a fellow Tasmanian, the 31-year-old is looking to relaunch his Test career as a specialist batsman.
""I basically started a whole different career playing solely as a batter,"" said Wade, a veteran of 22 Tests.
""Being here is a reward for a lot of hard work over a two-year period. I ve really enjoyed not keeping...there s not that sickening feeling every time you walk out to keep in a session.
""I find it a lot easier to streamline my training. When you re keeping in Test cricket you have to put a boatload of work into it.
""Over in England it s as important as scoring runs.""
 ",https://img.dunyanews.tv/news/2019/August/08-01-19/news_big_images/503107_80466996.jpg,Cricket,"""I feel like Edgbaston is unfinished business for a lot of us,"" said Wade, who is hoping to make his first Test appearance in almost two years.",neutral
"Nash, who was hit by Sobers for six sixes in an over, dies at 74","
LONDON (AFP) - Malcolm Nash, the Glamorgan bowler who entered cricket folklore when Garfield Sobers struck him for six sixes in an over, has died at the age of 74.
Nash s name was forever linked with that of Sobers after the West Indies star went on the attack during a County Championship match between Glamorgan and Nottinghamshire at Swansea in 1968.
It was the first time any batsman had hit six sixes in an over in first-class cricket.
The first five balls were dispatched cleanly by the West Indian and the sixth was carried over the ropes by a fielder.
Sobers had been frustrated by his team s slow progress as Nottinghamshire were approaching a declaration and Nash was experimenting with slow bowling.
Nash, a left-armer, took 993 first-class wickets in a 17-year career between 1966 and 1983, while also scoring 7,129 runs and holding 148 catches.
""Malcolm was a true Glamorgan legend whose exploits have gone down in club folklore,"" chief executive Hugh Morris told the club s website.
""His name is connected with that of Garry Sobers... but he was a fantastic cricketer who was an integral part of the club s history and the side that lifted the County Championship in 1969.""
Nash died in hospital in London after being taken ill at a function at Lord s Cricket Ground on Tuesday.
 ",https://img.dunyanews.tv/news/2019/August/08-01-19/news_big_images/503102_11840143.jpg,Cricket,It was the first time any batsman had hit six sixes in an over in first-class cricket.,neutral
Pakistan's Zaheer to attend deaf international cricket council meeting,"
LAHORE (APP) – Pakistan s Chief Executive Officer of the deaf international cricket council (DICC) Zaheer ud Din Babar Wednesday said the annual general council meeting of the DICC would be held from August 3 to 5 in Duabi.
""The three-day meeting will take important decisions pertaining to the further promotion of deaf cricket,"" he said.
He said England s Stefan Pichowski who is the Chairman of the DICC will preside over the meeting to be attended by representatives from Australia , Afghanistan, Bangladesh, England, India, Nepal, Pakistan, Sri Lanka, South Africa, Zimbabwe and West Indies.
He said another important aspect of the meeting is that representatives from normal cricket boards will also be attending the meeting to get a presentation on the outline of establishing the structure of deaf cricket in their respective countries.
""DICC is working very hard to promote deaf cricket around the globe and it is a heartening sign that many new countries are contacting us for starting deaf cricket,"" said the DICC, CEO adding "" DICC is also working very closely with international cricket council to fulfill ICC disability criteria to get its affiliation.
""Zaheer said DICC is organizing international deaf cricket events around the world and it has successfully organised T20 World Cup last December in India and now it has set its sight to hold ODI world Cup in 2020 in Dubai.
""The meeting will also discuss next ten years future deaf cricket development plan besides holding of elite deaf cricket events "",he asserted.
He said the Chairman DICC , Stefan Pichowski and the entire executive committee of the body are thankful to ICC management for their all out support and guidance for the overall development of deaf cricket internationally.",https://img.dunyanews.tv/news/2019/August/08-01-19/news_big_images/503101_89156746.jpg,Cricket,"""The meeting will also discuss next ten years future deaf cricket development plan besides holding of elite deaf cricket events "",he asserted.",neutral
"Hafeez, Malik, Amir unlikely to get central contract","
LAHORE (Dunya News) – Pakistan Cricket Board (PCB) is expected to drop Shoaib Malik, Muhammad Amir and Muhammad Hafeez from the list of cricketers expected to get central contract for the season 2019-20.
The decision will be taken during a meeting to be held in Lahore on August 1.
The meeting will be chaired by the PCB Managing Director Wasim Khan, who will discuss the list of probable players for the central contract with Zakir Khan (Director - International Cricket and Committee Secretary), Mudassar Nazar (Director - Academies), Haroon Rashid (Director - Domestic Cricket) and Head Coach Mickey Arthur.
The meeting will also discuss increasing salaries and per match fee of players by 20 percent.
The Board is expected to reduce the number of centrally contracted players from 33 to around 15 to 17 this season and preference would be given to players playing in all formats.
It is expected that PCB will extend the contract of Mickey Arthur until T20 World Cup in 2020 and the board is likely to change the categories of the players.",https://img.dunyanews.tv/news/2019/July/07-31-19/news_big_images/503090_28841466.jpg,Cricket,It is expected that PCB will extend the contract of Mickey Arthur until T20 World Cup in 2020 and the board is likely to change the categories of the players.,neutral
"No, these are not photos of Hassan Ali's wife to be","
(Web Desk) –  The viral picture of Hassan Ali’s wife to be,  turned out to be fake and were actually of another girl who has quite a fan following on Instagram and YouTube.

After the news of Hassan Ali’s proposed marriage with an Indian girl spread like wild fire, everyone was eager to know who the lucky girl is? Instantly a picture went viral on social media, which later on  turned out to be Shamia Azmin  instead of Shamia Arzoo.

 
For those of you who are wondering which one is Shamia Arzoo then here under is her picture.

On the other hand the pacer Hassan Ali tweeted that nothing is final yet but both the families are getting ready to meet.

just wanna clarify my wedding is not confirmed yet, our families have yet to meet and decide upon it. will make a public announcement very soon in sha allah. #gettingreadyforfamilymeetup
— Hassan Ali  (@RealHa55an) July 30, 2019 ",https://img.dunyanews.tv/news/2019/July/07-31-19/news_big_images/503029_15168920.jpg,Cricket,On the other hand the pacer Hassan Ali tweeted that nothing is final yet but both the families are getting ready to meet.,neutral
"Australia's Khawaja, Pattinson confirmed for Ashes opener","
MELBOURNE (Reuters) - Australia coach Justin Langer has confirmed James Pattinson and Usman Khawaja are certain starters for the opening Ashes test in Birmingham.
Khawaja passed a fitness test on Monday after recovering from a hamstring injury and Langer confirmed the left-hander will bat at number three, while fast bowler Pattinson is set to feature in his first test match since Feb. 2016.
“Usman Khawaja will definitely be in,” Langer told reporters. “He’s fit, ready to go, he’s playing well.
“He’s a seasoned pro for us, he averages 40-odd in Test cricket, his hammy (hamstring) is good, he’s running well, he’s passed all the fitness tests so he’s ready to go. He’ll bat number three.”
On Pattinson’s return to the lineup, Langer added: (He’s) just a very, very good bowler. I’m sure (captain Tim Paine) will work out ways of using him.”
Selectors face several crunch decisions ahead of the first test at Edgbaston starting Thursday, with Langer consigning Josh Hazlewood, Mitchell Starc and Peter Siddle to a three-way duel for the third specialist fast bowling spot.
“Like in all these selections, there’s literally a case for 17 blokes to play,” Langer said.
“There’s probably three to be fair, Starcy, Peter Siddle and Josh Hazlewood, for one spot.
“We won’t rotate them per se, but we’ll just pick the best three, probably not four, but three for every game. It won’t be different opposition, certainly different conditions.”
While Steve Smith and David Warner both featured and looked the part at the recent World Cup, Cameron Bancroft - the third player banned after the ball-tampering scandal in South Africa last year - is still working his way back into the team.
Bancroft earned his Ashes call-up with an unbeaten knock of 93 in the intra-squad match last week and is now vying with Marcus Harris to open the batting alongside Warner.
“It would be a great story if (Bancroft) comes back into the team. His development after what happened in Cape Town has been extraordinary,” Langer said of the 26-year-old he previously coached for Western Australia.
“We know what the reception is going to be. There’s nothing we can do about it. We don’t know (how he will cope) but we’ll find out. He’s a good kid and as tough as anyone you could meet.”",https://img.dunyanews.tv/news/2019/July/07-31-19/news_big_images/502979_46914730.jpg,Cricket,"It won’t be different opposition, certainly different conditions.”
While Steve Smith and David Warner both featured and looked the part at the recent World Cup, Cameron Bancroft - the third player banned after the ball-tampering scandal in South Africa last year - is still working his way back into the team.",neutral
England captain Root returns to No. 3 spot for Ashes opener,"
BIRMINGHAM (AFP) - Joe Denly confirmed on Tuesday that he would drop to number four in the batting order for England s opening Ashes Test against Australia, with captain Joe Root replacing him at number three.
Root has previously made clear he prefers batting at four but the Yorkshireman is understood to have approached England coach Trevor Bayliss after last week s Test win over Ireland about returning to his old position when the Ashes opener starts at Edgbaston on Thursday.
Although England beat Ireland by skittling out the visitors for 38 in their second innings at Lord s, they only managed 85 all out themselves in their first innings.
Bayliss has long wanted Root, England s best batsman, to bat at number three following a succession of top-order collapses that have seen the skipper walking out to bat at four when two cheap wickets have fallen.
Root averages 48 at number four in the order but a shade over 40 when batting at number three.
But with England openers Jason Roy and Rory Burns having played just eight Tests between them, the logic in having 81-Test veteran Root bat at number three is clear.
Denly, speaking at Edgbaston on Tuesday, said: ""Joe Root will bat at three and I ll be batting at four.
""He rang me the other day and told me he wanted to bat three and for me to go in at four. I think Rooty just wanted to get involved in the game, get up there and get out in the middle.""
""I m very excited. I wasn t too fussed where I d be batting, it s just great to be in the eleven. I ve batted at four before for Kent and throughout my career, so it really wasn t a big issue,"" he added. ""I m just happy to be playing.""
Denly may be 33 but the Kent batsman has played just three Tests and this will be his first Ashes series.
He had a brief stint as a limited-overs international a decade ago but it seemed Test cricket had passed him by.
However, a return to form and the arrival of his former Kent teammate Ed Smith as national selector saw him given a Test debut against the West Indies in Antigua earlier this year.
""Everyone from a young age dreams of playing in an Ashes series and to finally get that chance, being quite an old campaigner, I m certainly excited and up for the challenge,"" said Denly.
""There s no doubt that the Australian bowling line-up is one of the best in the world. They have all bases covered really and, as a top-order batter, that is where you want to be, testing yourself against the best.""
Denly just missed out on a place in England s triumphant World Cup squad, being replaced by Hampshire spinner Liam Dawson, who did not play a game.
""I think it was the right decision,"" he said. ""I thought it might happen and it was a great opportunity for me to go back and play some red-ball cricket with Kent and get some good form going into this series.""
 ",https://img.dunyanews.tv/news/2019/July/07-31-19/news_big_images/502907_76890080.jpg,Cricket,"""I thought it might happen and it was a great opportunity for me to go back and play some red-ball cricket with Kent and get some good form going into this series.""",neutral
Langer predicts hostile Ashes reception for Bancroft from England fans,"
BIRMINGHAM (AFP) - Australia coach Justin Langer says an Ashes return for Cameron Bancroft would be ""a great story"" but knows he will face a hostile reception from England fans after his ball-tampering ban.
Bancroft, 26, is set to open the batting in Thursday s first Test at Edgbaston, with Australia s top order also likely to feature David Warner and Steve Smith.
If that is the case, it would mean all three players who were banned for their roles in the ball-tampering scandal in South Africa last year would be in Australia s XI.
Smith and Warner have already experienced plenty of boos from English crowds during the recent World Cup.
Bancroft, not selected for the one-day tournament, will almost certainly experience more of the same given he was the one who actually applied sandpaper to the ball during a Test away to South Africa in a blatant flouting of cricket s rulebook.
""It would be a great story if he comes back into the team,"" Langer said at Edgbaston on Tuesday.
""His development after what happened in Cape Town has been extraordinary.""
Langer, a former Australia opener, said: ""We know what the reception is going to be. There s nothing we can do about it. We don t know (how he will cope) actually, but we ll find out.
""He s a good kid and as tough as anyone you could meet. To endure the scrutiny of the past 14 months, especially the first part of it, I think he s had a pretty good dress rehearsal.""
Langer confirmed batsman Usman Khawaja, who missed Australia s World Cup semi-final defeat by England at Edgbaston with a hamstring injury, had been passed fit and would play in the opening match of the five-Test series.
""He s a seasoned pro for us, he averages 40-odd in Test cricket, his hammy is good, he s running well, he s passed all the fitness tests, so he s ready to go,"" Langer said.
Fast bowler James Pattinson is also set to feature in what would be his first Test since February 2016, lining up alongside Pat Cummins and one of Mitchell Starc, Peter Siddle or Josh Hazlewood in Australia s pace attack.
""There s probably three to be fair -- Starcy, Peter Siddle and Josh Hazlewood -- for one spot,"" added Langer.
Australia hold the Ashes but have not won a Test series away to England since 2001.
 ",https://img.dunyanews.tv/news/2019/July/07-31-19/news_big_images/502906_14962244.jpg,Cricket,"""It would be a great story if he comes back into the team,"" Langer said at Edgbaston on Tuesday.",neutral
Sri Lanka coach given deadline to quit: minister,"
COLOMBO (AFP) - Sri Lanka was considering applications from three ""top international cricket coaches"" to replace incumbent Chandika Hathurusingha, who has until mid-August to step down, the country s sports minister said Tuesday.
Harin Fernando said Hathurusingha would be given until the start of Sri Lanka s home Test series against New Zealand, which begins on August 14, to quit and make way for a new coach.
""Before the New Zealand Test series we will have a new coach,"" Fernando told reporters in Colombo.
""If Hathurusingha does not leave, we may have to consider legal action or offer him a different job at the board.""
Following Sri Lanka s disappointing World Cup, where they finished in sixth-place, Hathurusingha and his assistants were expected to be shown the door.
Fernando said there were three top international coaches willing to replace Hathurusingha, a former Sri Lankan Test player.
Earlier Tuesday Fernando said Hathurusingha s remuneration -- $40,000 a month -- was too high, adding: ""If we are winning only 35 percent of the games, no need to pay such high fees to coaches.""
Fernando said the international candidates were asking for lower salaries of between $17,500 to $25,000 a month, but did not name them.
""For the price we are paying now, we can get two foreign coaches,"" he said.
""We must renegotiate the high fees we are paying at the moment. If they don t agree, they can go.""
Meanwhile Hathurusingha has insisted he would stay to see out his contract.
""I have another 16 months,"" he told reporters earlier this month after returning to Colombo from the World Cup in England. ""I hope to remain until my contract runs out.""
Hathurusingha also acknowledged that team management had to ""accept responsibility for what happened"".
Sri Lanka cricket was in crisis when Hathurusingha was appointed in December 2017, after a successful three-year spell in charge of Bangladesh.
They had just been hammered in Tests by India at home and away, and played poorly in one-day internationals. Under Hathurusingha, Sri Lanka notched up Test wins against England and Australia.
The first Test against New Zealand will be played in Galle starting August 14, and the second will begin on August 22 at Colombo s P. Sara stadium.
Three T20s will be played on August 31, September 2 and September 6.
 ",https://img.dunyanews.tv/news/2019/July/07-31-19/news_big_images/502903_60628561.jpg,Cricket,"Harin Fernando said Hathurusingha would be given until the start of Sri Lanka s home Test series against New Zealand, which begins on August 14, to quit and make way for a new coach.",neutral
"Imam-ul-Haq accepts fault, apologizes over misconduct: PCB","
LAHORE (Dunya News) - Pakistan Cricket Board (PCB) Managing Director Wasim Khan on Tuesday said that opening batsman Imam-ul-Haq accepted his fault and apologized over alleged multiple affairs controversy on the social media.
Imam-ul-Haq, Pakistan’s opening batsman and nephew of legendary cricketer Inzamam-ul-Haq, who was recently surrounded by controversies after his WhatsApp chats went viral with several girls, apologized on Tuesday.
The 23-year-old cricketer admitted his mistake and apologized to the Pakistan Cricket Board (PCB) and said it was a misunderstanding. PCB Managing Director, Wasim Khan told media that matter got out of hand due to misunderstandings.
Khan added PCB has made it clear to the cricketer that, although it’s his personal life, cricket governing body expects its players to behave like a gentleman and show the highest level of discipline.
PCB official added board takes such matters and allegations very seriously and always wants players to showcase the highest standards of responsibility, ethics, and value.
“No board member likes to comment interfere in any player’s personal life or affairs but being the centrally contracted players and ambassadors of Pakistan cricket, players should stay from such controversies”, he expressed. “Hopefully we will not see such incidents again,” he added.
Pakistan opener Imam-ul-Haq has landed in a controversy as the left-handed batsman has been accused of multiple affairs on social media, Dunya News reported on Thursday.
Imam-ul-Haq’s alleged WhatsApp conversations were released by a girl – who claims that the cricketer cheated on 7 to 8 girls.
“So apparently Mr. @ImamUlHaq12 was dating 7 to 8 (that we know of) women and kept using them and manipulating them. He kept telling them the whole time how he’s single,” she wrote on Twitter.
The opening batsman confessed his love for the girl in the alleged conversation but refused to marry her. He also addressed her with inappropriate words.",https://img.dunyanews.tv/news/2019/July/07-30-19/news_big_images/502892_41057638.jpg,Cricket,"Khan added PCB has made it clear to the cricketer that, although it’s his personal life, cricket governing body expects its players to behave like a gentleman and show the highest level of discipline.",neutral
Indian batsman Shaw suspended for doping violation,"
 NEW DELHI (AFP) - Prithvi Shaw was on Tuesday suspended for eight months by India’s governing body for a doping violation, with the teenage batting sensation saying he was shaken by the news and would return to the game ""faster and stronger"".
the Board of Control for Cricket in India (BCCI) ruled that the 19-year-old ""inadvertently ingested a prohibited substance, which can commonly be found in cough syrups"".
The suspension was backdated to mid-March, meaning Shaw will be eligible for selection after November 15.
The BCCI added in its statement that Shaw’s urine sample collected on February 22 in Indore was ""found to contain terbutaline"".
""Terbutaline, a specified substance, is prohibited both in and out of competition in the WADA Prohibited List of Substances,"" it added.
The governing body added that it was satisfied Shaw had taken the substance to treat a respiratory infection and not as a performance-enhancing drug.
Shaw said in a statement on Twitter that ""the news has really shaken me"".
""I accept my fate with all sincerity,"" he said, adding that the suspension was a reminder of the risk for professional athletes of taking medicine for illnesses.
""Cricket is my life and there is no bigger pride for me than playing for India and Mumbai and I will come out of this faster and stronger,"" he said.
Shaw -- often compared to the legendary Sachin Tendulkar -- is nursing a hip injury and was not picked for India’s tour to the West Indies in August.",https://img.dunyanews.tv/news/2019/July/07-30-19/news_big_images/502884_57517257.jpg,Cricket,"
 NEW DELHI (AFP) - Prithvi Shaw was on Tuesday suspended for eight months by India’s governing body for a doping violation, with the teenage batting sensation saying he was shaken by the news and would return to the game ""faster and stronger"".",neutral
Back injury rules out Naseem Shah from PSL,"
LAHORE (APP) - Promising pace bowler Naseem Shah was thinking of ways of celebrating wickets in the HBL Pakistan Super League 2019, but a back injury, sustained while bowling in an U19 camp at the National Cricket Academy in Lahore, ruled him out of the prestigious league.
A CT scan revealed that the 16-year-old had a fracture, only a mention of which is enough to set alarm bells ringing for any fast-bowler. But, a chat with Sarfaraz Ahmed — the captain of Quetta Gladiators, a franchise for which Naseem had to turn out — did wonders for his morale, necessary to overcome the rigours of a rehab.
Pacer Naseem Shah deems to make a comeback in the upcoming Asia Cup scheduled to be held in Sri Lanka from September 5 to 14.",https://img.dunyanews.tv/news/2019/July/07-30-19/news_big_images/502858_89828020.jpg,Cricket,"
LAHORE (APP) - Promising pace bowler Naseem Shah was thinking of ways of celebrating wickets in the HBL Pakistan Super League 2019, but a back injury, sustained while bowling in an U19 camp at the National Cricket Academy in Lahore, ruled him out of the prestigious league.",neutral
Hassan Ali finally responds to news regarding his marriage with Indian girl,"
LAHORE (Dunya News) – Pakistani pacer Hassan Ali on Tuesday clarified the news regarding to his marriage with Indian girl saying that their families have yet to meet and decide upon it.
Pakistani bowler expressed that his marriage isn’t confirmed until their families meet and discuss everything. He added that he will make a public announcement soon.
Hassan Ali took to Twitter and expressed, “Just wanna clarify my wedding is not confirmed yet, our families have yet to meet and decide upon it. Will make a public announcement very soon In’sha’Allah.”

just wanna clarify my wedding is not confirmed yet, our families have yet to meet and decide upon it. will make a public announcement very soon in sha allah. #gettingreadyforfamilymeetup
— Hassan Ali (@RealHa55an) July 30, 2019 
Earlier, Pakistan fast bowler – according to Indian media – was all set to tie the knot with an Indian girl namely Shamia Arzoo on August 20, Dunya News reported.
According to reports, Shamia Arzoo belongs to Mewat – a district in the state of Haryana – and is an engineer by profession. She works in Dubai and the marriage ceremony will also be held there.
Hassan Ali had met Shamia Arzoo during the World Cup, and will be the fourth Pakistani cricketer after Zaheer Abbas, Mohsin Hasan Khan and Shoaib Malik to marry an Indian girl. ",,Cricket,"
LAHORE (Dunya News) – Pakistani pacer Hassan Ali on Tuesday clarified the news regarding to his marriage with Indian girl saying that their families have yet to meet and decide upon it.",neutral
Hasan Ali to marry Indian girl on August 20: report,"
LAHORE (Dunya News) – Pakistan fast bowler – according to Indian media – is all set to tie the knot with an Indian girl namely Shamia Arzoo on August 20, Dunya News reported on Tuesday.
According to reports, Shamia Arzoo belongs to Mewat – a district in the state of Haryana – and is an engineer by profession. She works in Dubai and the marriage ceremony will also be held there.
Hasan Ali had met Shamia Arzoo during the World Cup, and will be the fourth Pakistani cricketer after Zaheer Abbas, Mohsin Hasan Khan and Shoaib Malik to marry an Indian girl.  ",,Cricket,"
LAHORE (Dunya News) – Pakistan fast bowler – according to Indian media – is all set to tie the knot with an Indian girl namely Shamia Arzoo on August 20, Dunya News reported on Tuesday.",neutral
"Dia Mirza, Sahil Sangha announce separation after five years of marriage","
MUMBAI (Dunya News) – Bollywood glamorous actress Dia Mirza and her husband Sahil Sangha have on Thursday announced separation after five years of marriage.

In a social media post, the actress said, ""After 11 years of sharing our lives and being together, we have mutually decided to separate.”

“We remain friends and will continue to be there for each other with love and respect. While our journeys may lead us down different paths, we are forever grateful for the bond that we share with each other,"" she continued.

Mirza further wrote, “We thank our family and friends for all their support and understanding and members of the media for their continued support and request everyone to respect our need for privacy at this time. We will not be commenting any further on this matter.""

Dia had tied the knot with her long-time beau Sahil on October 18, 2014.  ",https://img.dunyanews.tv/news/2019/August/08-01-19/news_big_images/503202_89746755.jpg,entertainment,"In a social media post, the actress said, ""After 11 years of sharing our lives and being together, we have mutually decided to separate.”

“We remain friends and will continue to be there for each other with love and respect.",neutral
Govinda reveals reason behind not acting in blockbuster 'Avatar',"
MUMBAI (Dunya News) – Bollywood actor Govinda, while revealing the reason behind not signing James Cameron’s blockbuster film ‘Avatar’, said that he refused the offer as he couldn’t set aside 410 days for the shooting.
In a television show, Govinda said that he rejected the main role in the Avatar because he was not okay with the use of body paint.
He also claimed that he suggested the movie name to Cameron.
""I gave the title of the film (Avatar). It turned out to be a super hit film. I told him (James Cameron) that the film will do really well. I told him that I feel it will take seven years for him to complete the film. He got angry. When I said so, he asked, ‘How can you be so sure that I won’t be able to make Avatar for seven years?’ I told him that what he was imagining was something almost impossible,"" Govinda said.  ",https://img.dunyanews.tv/news/2019/July/07-31-19/news_big_images/502992_64925427.jpg,entertainment,"
MUMBAI (Dunya News) – Bollywood actor Govinda, while revealing the reason behind not signing James Cameron’s blockbuster film ‘Avatar’, said that he refused the offer as he couldn’t set aside 410 days for the shooting.",neutral
